item,itemLabel,startDate,endDate,psid
Q105551761,"Кесебаева, Балаим Туганбаевна",2021-01-15,,Q105551761-EDC11745-7809-4BDD-AB7D-62DE83A927FF
Q105692468,Тилектес Серикбайулы Адамбеков,2021-01-15,,Q105692468-039D23C2-355A-4373-AD23-C745EDE1B55C
Q106088594,"Бижанова, Гульнара Кадиржановна",2021-01-15,,Q106088594-620FD755-34F6-4DDC-9E19-236D6C22AEA7
Q109487792,"Буларов, Ильяс Юсупович",2021-01-15,,Q109487792-2A117C6F-6436-4FAF-85EA-514C1E8CE1B0
Q109487825,"Мусабаев, Самат Базарбаевич",2021-01-15,,Q109487825-945E2715-84C5-4F2F-8DBD-9582F2E3BA03
Q109487943,"Набиев, Вакиль Гусейнович",2021-01-15,,Q109487943-5A268B26-4DE7-4BAB-BCBC-3504783767B2
Q109488494,"Ерман, Мухтар Тилдабекулы",2021-01-15,,Q109488494-DEE87F97-BC55-43EA-953E-9D99B0C3620E
Q109488604,"Нуркина, Айгуль Кабдушевна",2021-01-15,,Q109488604-D077293E-5E71-4994-9EDF-4DA8814D2575
Q109489225,"Бекжанов, Берик Айдарбекович",2021-01-15,,Q109489225-0385DCC6-50F8-4383-B5DC-E4ECA6FA9147
Q109490946,"Ким, Вера Александровна",2021-01-15,,Q109490946-1E546EE2-EBAB-47CE-8BC8-605CEF390ECA
Q109493950,"Сулейменова, Жулдыз Досбергеновна",2021-01-15,,Q109493950-F02BEA9D-7B56-4486-9C37-36E6B4432452
Q109493955,"Саиров, Ерлан Бияхметович",2021-01-15,,Q109493955-962BEFAD-B84A-4962-9023-C01A27BE1926
Q109493957,"Сембинов, Азат Талгатович",2021-01-15,,Q109493957-806A50C9-2920-4504-927B-811831C16C32
Q109494028,"Сулейменова, Зульфия Булатовна",2021-01-15,,Q109494028-289D5F7A-CE73-4DF8-8DB9-88AF6B0154B0
Q109494029,"Бейсенбаев, Елнур Сабыржанович",2021-01-15,,Q109494029-B7C9F924-2538-4C7E-9804-0600F15765E8
Q110692444,"Мусин, Канат Сергеевич",2021-01-15,,Q110692444-B1FADFE1-2F78-4775-AF92-D2EB89C4D75E
Q12527422,"Сарым, Айдос Амироллаулы",2021-01-15,,Q12527422-CF3E1F1E-E0D0-4B07-8132-8FB0FE303876
Q12528214,Q12528214,2021-01-15,,Q12528214-4D2B3616-5D5F-47EB-9927-CA7E31F31D7F
Q12528951,"Жамалов, Аманжан Макаримович",2021-01-15,,Q12528951-C6348762-AEA8-4288-8FC8-E6AA35A0DBC4
