item,itemLabel,startDate,endDate,psid
Q1046047,"Сайденов, Анвар Галимуллаевич",2004-01-26,2009-03,Q1046047-24709C21-B129-4129-98F7-A6C914B96B88
Q1046192,"Марченко, Григорий Александрович",2009-01-22,2013-10-01,Q1046192-6D83EB67-0E66-4C3D-9826-FE3B454DC693
Q1046192,"Марченко, Григорий Александрович",1999-10,2004-01,Q1046192-8EEC96ED-A812-4839-AA53-9DB748D5E13A
Q16435781,"Акишев, Данияр Талгатович",2015-11-02,2019-02-26,Q16435781-1852587F-2795-4E85-84E3-8E081FE91899
Q4075646,"Байназаров, Галым Байназарович",1992-01,1993-12,Q4075646-0F2FB9BA-C34A-47F8-A04F-66FFD828DEC6
Q4154423,"Дамитов, Кадыржан Кабдошевич",1998-02,1999-10,Q4154423-918AF045-F539-41CD-8FA0-6E22333453F8
Q4167136,"Досаев, Ерболат Аскарбекович",2019-02-25,2022-01-31,Q4167136-FDEB04FF-E2B8-4851-A4C0-278826DE5A14
Q4178101,"Жандосов, Ораз Алиевич",1996-01,1998-02,Q4178101-3C518637-D7AC-457E-AA99-6AF1D8EDF410
Q4219098,"Келимбетов, Кайрат Нематович",2013-10-01,2015-11-02,Q4219098-7B1F5354-040D-4FED-BEA3-8B0BF8237DCA
Q4415084,"Сембаев, Даулет Хамитович",1994,1996-01,Q4415084-BE63D901-06A2-4004-B6AA-C1082DD68A08
