item,itemLabel,startDate,endDate,sourceDate,psid
Q15088591,Радостовец Николай Владимирович,1999-10,2000-08,2022-04-25,Q15088591-1C9F14EE-417F-4F87-B881-6C2CC19686F6
Q4075631,Байменов Алихан Мухамедьевич,2000-08,2001-11,2022-04-25,Q4075631-CF5BDF0F-8BE0-4843-A1EE-590BEBA14284
Q4213731,Карагусова Гульжана Джанпеисовна,2001-11,2007-08,2022-04-25,Q4213731-1FD86D34-858E-4C5B-B471-46E3D3B6B17C
Q4408033,Сапарбаев Бердыбек Машбекович,2007-08,2009-03-04,2022-04-25,Q4408033-7374A944-D4DF-4EB5-B784-1E9C26BADE07
Q4054654,Абдыкаликова Гульшара Наушаевна,2009-03-04,2012-09-26,2022-04-25,Q4054654-E49C61B5-1FB6-4F1E-8089-AD89B9B6D8B1
Q12086913,Абденов Серик Сакбалдиевич,2012-09-26,2013-06-10,2022-04-25,Q12086913-C87297DE-3FC0-4207-86B0-4CF500523C30
Q16436474,Дуйсенова Тамара Босымбековна,2013-06-10,2014-08-06,2022-04-25,Q16436474-585F3C5F-A5CA-4945-A1CC-BCFA2E27B760
Q16436474,Дуйсенова Тамара Босымбековна,2017-01-25,2018-02-09,2022-04-25,Q16436474-E670314C-B2FE-4A87-88A8-75767B6F5814
Q48956169,"Абылкасымова, Мадина Ерасыловна",2018-02-09,2019-02-22,2022-04-25,Q48956169-5B2BE4B5-C499-40E8-8C7F-5A6439DF3AC0
Q4408033,Бердибек Машбекович Сапарбаев,2019-02-25,2019-08-20,,Q4408033-08e287c8-42c1-f6a4-3571-bf3ef4516fa8
Q16436595,"Нурымбетов, Биржан Бидайбекулы",2019-08-20,2021-01-18,2022-04-25,Q16436595-DA5B000F-5B10-4C8C-975E-141AF3FB046E
Q12562169,Серик Жамбулович Шапкенов,2021-01-18,2022-04-07,,Q12562169-62C39AF9-53C8-418B-A0A8-BA91451D9AFD
Q16436474,"Дуйсенова, Тамара Босымбековна",2022-04-11,,2022-04-25,Q16436474-178C69FB-79F8-4A38-B039-9E3366737972
