item,itemLabel,startDate,endDate
Q7492021,Тулеубек Абдикадиров,1991-12,1992-11
,Еркешбай Дербисов,1992-11,1994-10
Q4341461,Александр Павлов,1994-10,1998-02
Q2226968,Сауат Мынбаев,1998-02,1999-01
Q4178101,Ораз Жандосов,1999-01,1999-10
Q4177075,Мажит Есенбаев,1999-10,2002-01-29
Q4341461,Александр Павлов,2002,2003
Q4167136,Ерболат Досаев,2003-06,2004-04-05
Q4170676,Арман Дунаев,2004-04-05,2006-01-19
Q4233034,Наталья Коржова,2006-01-18,2007-11-14
Q527123,Болат Жамишев,2007-11-13,2013-11-06
Q4445713,Бахыт Султанов,2013-11-06,2018-09-11
Q56825894,"Смаилов, Алихан Асханович",2018-09-18,2020-05-18
Q97185700,"Жамаубаев, Ерулан Кенжебекович",2020-05-18,
